,idListaCobro,idEmisora,TipoEnvio,BancoSimplificado,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,CobroExitoso
2041594,161134,17,TRADICIONAL,BBVA,663187,43839853,12,2039.71,2039.71,0.0,,4.0,False
2041597,161134,17,TRADICIONAL,BBVA,663595,43840301,12,262.02,262.02,0.0,,4.0,False
2041598,161134,17,TRADICIONAL,BBVA,663644,43839677,12,611.6,611.6,0.0,,4.0,False
2041627,161134,17,TRADICIONAL,BBVA,666599,43840067,12,1499.99,1499.99,1499.99,29/04/2025,0.0,True
2041635,161134,17,TRADICIONAL,BBVA,667750,43839622,12,803.98,803.98,0.0,,4.0,False
2041636,161134,17,TRADICIONAL,BBVA,668013,43839746,12,1196.61,1196.61,0.0,,4.0,False
2041641,161134,17,TRADICIONAL,BBVA,669021,43840278,12,1892.15,1892.15,0.0,,4.0,False
2041649,161134,17,TRADICIONAL,BBVA,670825,43839604,12,73.85,73.85,0.0,,4.0,False
2041657,161134,17,TRADICIONAL,BBVA,671951,43840015,12,256.42,256.42,0.0,,4.0,False
2041659,161134,17,TRADICIONAL,BBVA,672191,43839610,12,1487.25,1487.25,0.0,,4.0,False
2041661,161134,17,TRADICIONAL,BBVA,672379,43839711,12,1765.88,1765.88,1765.88,02/05/2025,0.0,True
2041664,161134,17,TRADICIONAL,BBVA,673019,43839967,12,1166.49,1166.49,1166.49,06/05/2025,0.0,True
2041674,161134,17,TRADICIONAL,BBVA,674179,43840134,12,249.98,249.98,0.0,,4.0,False
2041678,161134,17,TRADICIONAL,BBVA,674779,43840135,12,2974.94,2974.94,0.0,,4.0,False
2041681,161134,17,TRADICIONAL,BBVA,675231,43839329,12,411.33,411.33,411.33,29/04/2025,0.0,True
2041684,161134,17,TRADICIONAL,BBVA,675923,43839811,12,271.5,271.5,0.0,,4.0,False
2041686,161134,17,TRADICIONAL,BBVA,676226,43839628,12,1898.67,1898.67,0.0,,4.0,False
2041695,161134,17,TRADICIONAL,BBVA,677025,43840263,12,423.41,423.41,0.0,,4.0,False
2041699,161134,17,TRADICIONAL,BBVA,677451,43840119,12,994.18,994.18,0.0,,4.0,False
2041713,161134,17,TRADICIONAL,BBVA,678931,43839673,12,613.09,613.09,0.0,,4.0,False
2041717,161134,17,TRADICIONAL,BBVA,680042,43839676,12,215.0,215.0,0.0,,4.0,False
2041738,161134,17,TRADICIONAL,BBVA,683361,43839859,12,1743.47,1743.47,0.0,,4.0,False
2041750,161134,17,TRADICIONAL,BBVA,685718,43839469,12,560.98,560.98,0.0,,13.0,False
2041753,161134,17,TRADICIONAL,BBVA,685964,43839704,12,1283.82,1283.82,0.0,,4.0,False
2041758,161134,17,TRADICIONAL,BBVA,686761,43839997,12,1007.59,1007.59,0.0,,4.0,False
2041760,161134,17,TRADICIONAL,BBVA,687108,43839818,12,948.18,948.18,0.0,,13.0,False
2041762,161134,17,TRADICIONAL,BBVA,687792,43839902,12,446.94,446.94,0.0,,4.0,False
2041768,161134,17,TRADICIONAL,BBVA,688737,43839686,12,2925.29,2925.29,0.0,,4.0,False
2041779,161134,17,TRADICIONAL,BBVA,689818,43840273,12,1594.35,1594.35,1594.35,28/04/2025,0.0,True
2041796,161134,17,TRADICIONAL,BBVA,691384,43839963,12,1245.81,1245.81,0.0,,4.0,False
2041799,161134,17,TRADICIONAL,BBVA,691564,43839988,12,399.86,399.86,0.0,,4.0,False
2041803,161134,17,TRADICIONAL,BBVA,691904,43839687,12,250.0,250.0,250.0,28/04/2025,0.0,True
2041808,161134,17,TRADICIONAL,BBVA,692315,43840146,12,1997.44,1997.44,1997.44,05/05/2025,0.0,True
2041818,161134,17,TRADICIONAL,BBVA,693892,43840196,12,218.34,218.34,0.0,,4.0,False
2041820,161134,17,TRADICIONAL,BBVA,694134,43839841,12,335.54,335.54,335.54,29/04/2025,0.0,True
2041830,161134,17,TRADICIONAL,BBVA,695636,43839642,12,869.32,869.32,0.0,,4.0,False
2041833,161134,17,TRADICIONAL,BBVA,695784,43840197,12,321.66,321.66,0.0,,4.0,False
2041844,161134,17,TRADICIONAL,BBVA,697035,43839932,12,622.67,622.67,622.67,28/04/2025,0.0,True
2041848,161134,17,TRADICIONAL,BBVA,697588,43840217,12,2398.31,2398.31,0.0,,4.0,False
2041858,161134,17,TRADICIONAL,BBVA,698312,43840174,12,2918.24,2918.24,0.0,,4.0,False
2041861,161134,17,TRADICIONAL,BBVA,698420,43839712,12,242.56,242.56,0.0,,4.0,False
2041871,161134,17,TRADICIONAL,BBVA,699197,43840000,12,631.35,631.35,0.0,,4.0,False
2041880,161134,17,TRADICIONAL,BBVA,699759,43839260,12,949.0,949.0,0.0,,4.0,False
2041882,161134,17,TRADICIONAL,BBVA,700066,43839700,12,1095.11,1095.11,0.0,,13.0,False
2041883,161134,17,TRADICIONAL,BBVA,700229,43839473,12,869.29,869.29,0.0,,4.0,False
2041884,161134,17,TRADICIONAL,BBVA,700352,43839999,12,311.27,311.27,311.27,29/04/2025,0.0,True
2041890,161134,17,TRADICIONAL,BBVA,700843,43840026,12,240.89,240.89,240.89,30/04/2025,0.0,True
2041899,161134,17,TRADICIONAL,BBVA,701477,43839614,12,2020.98,2020.98,0.0,,4.0,False
2041904,161134,17,TRADICIONAL,BBVA,702425,43839355,12,815.31,815.31,0.0,,13.0,False
2041906,161134,17,TRADICIONAL,BBVA,702548,43839629,12,598.61,598.61,0.0,,4.0,False
2041909,161134,17,TRADICIONAL,BBVA,702873,43840138,12,322.68,322.68,0.0,,4.0,False
2041914,161134,17,TRADICIONAL,BBVA,703921,43840181,12,101.07,101.07,0.0,,4.0,False
2041919,161134,17,TRADICIONAL,BBVA,705270,43839933,12,559.41,559.41,0.0,,4.0,False
2041922,161134,17,TRADICIONAL,BBVA,705551,43839879,12,1549.84,1549.84,0.0,,4.0,False
2041923,161134,17,TRADICIONAL,BBVA,705685,43840102,12,858.98,858.98,0.0,,4.0,False
2041927,161134,17,TRADICIONAL,BBVA,706228,43839738,12,1278.43,1278.43,0.0,,4.0,False
2041929,161134,17,TRADICIONAL,BBVA,706273,43840267,12,112.22,112.22,0.0,,4.0,False
2041938,161134,17,TRADICIONAL,BBVA,708089,43839216,12,2270.81,2270.81,0.0,,4.0,False
2041942,161134,17,TRADICIONAL,BBVA,708256,43839688,12,1118.99,1118.99,0.0,,4.0,False
2041946,161134,17,TRADICIONAL,BBVA,708779,43840274,12,199.25,199.25,0.0,,4.0,False
2041960,161134,17,TRADICIONAL,BBVA,710505,43840048,12,2527.97,2527.97,0.0,,13.0,False
2041961,161134,17,TRADICIONAL,BBVA,710538,43840086,12,493.23,493.23,0.0,,4.0,False
2041962,161134,17,TRADICIONAL,BBVA,710542,43839598,12,695.37,695.37,0.0,,4.0,False
2041970,161134,17,TRADICIONAL,BBVA,711333,43840276,12,347.87,347.87,0.0,,4.0,False
2041984,161134,17,TRADICIONAL,BBVA,712629,43839398,12,376.69,376.69,0.0,,4.0,False
2041998,161134,17,TRADICIONAL,BBVA,714608,43839778,12,304.77,304.77,304.77,02/05/2025,0.0,True
2042000,161134,17,TRADICIONAL,BBVA,714645,43840167,12,396.0,396.0,0.0,,4.0,False
2042001,161134,17,TRADICIONAL,BBVA,714683,43840222,12,1234.0,1234.0,0.0,,4.0,False
2042003,161134,17,TRADICIONAL,BBVA,715493,43839784,12,538.63,538.63,538.63,28/04/2025,0.0,True
2042012,161134,17,TRADICIONAL,BBVA,716790,43839918,12,93.87,93.87,0.0,,4.0,False
2042014,161134,17,TRADICIONAL,BBVA,716858,43840318,12,367.98,367.98,0.0,,4.0,False
2042015,161134,17,TRADICIONAL,BBVA,716951,43840085,12,498.13,498.13,0.0,,4.0,False
2042021,161134,17,TRADICIONAL,BBVA,717324,43840006,12,586.71,586.71,0.0,,13.0,False
2042028,161134,17,TRADICIONAL,BBVA,718126,43840040,12,299.38,299.38,0.0,,4.0,False
2042031,161134,17,TRADICIONAL,BBVA,718788,43840071,12,906.0,906.0,906.0,02/05/2025,0.0,True
2042032,161134,17,TRADICIONAL,BBVA,719398,43840125,12,1500.23,1500.23,0.0,,4.0,False
2042033,161134,17,TRADICIONAL,BBVA,719581,43839699,12,1649.83,1649.83,1649.83,30/04/2025,0.0,True
2042035,161134,17,TRADICIONAL,BBVA,719666,43839727,12,591.96,591.96,0.0,,4.0,False
2042037,161134,17,TRADICIONAL,BBVA,719944,43839882,12,221.5,221.5,221.5,29/04/2025,0.0,True
2042044,161134,17,TRADICIONAL,BBVA,721294,43840084,12,887.6,887.6,887.6,30/04/2025,0.0,True
2042045,161134,17,TRADICIONAL,BBVA,721362,43839606,12,143.78,143.78,0.0,,4.0,False
2042068,161134,17,TRADICIONAL,BBVA,725452,43839848,12,372.66,372.66,372.66,02/05/2025,0.0,True
2042076,161134,17,TRADICIONAL,BBVA,726041,43840315,12,434.64,434.64,0.0,,4.0,False
2042080,161134,17,TRADICIONAL,BBVA,726527,43839975,12,771.99,771.99,0.0,,4.0,False
2042092,161134,17,TRADICIONAL,BBVA,728082,43839698,12,513.2,513.2,0.0,,4.0,False
2042098,161134,17,TRADICIONAL,BBVA,728790,43840227,12,1316.26,1316.26,0.0,,4.0,False
2042099,161134,17,TRADICIONAL,BBVA,729043,43839652,12,178.32,178.32,178.32,05/05/2025,0.0,True
2042108,161134,17,TRADICIONAL,BBVA,730677,43839650,12,908.29,908.29,0.0,,4.0,False
2042116,161134,17,TRADICIONAL,BBVA,731558,43840080,12,1245.31,1245.31,1245.31,05/05/2025,0.0,True
2042119,161134,17,TRADICIONAL,BBVA,732581,43840091,12,659.53,659.53,659.53,28/04/2025,0.0,True
2042123,161134,17,TRADICIONAL,BBVA,732866,43840070,12,1110.75,1110.75,0.0,,13.0,False
2042129,161134,17,TRADICIONAL,BBVA,734507,43839931,12,1295.75,1295.75,1295.75,02/05/2025,0.0,True
2042143,161134,17,TRADICIONAL,BBVA,735565,43839227,12,1202.57,1202.57,0.0,,13.0,False
2042166,161134,17,TRADICIONAL,BBVA,739634,43839880,12,257.33,257.33,257.33,06/05/2025,0.0,True
2042169,161134,17,TRADICIONAL,BBVA,740084,43839647,12,119.95,119.95,119.95,02/05/2025,0.0,True
2042170,161134,17,TRADICIONAL,BBVA,740287,43839788,12,765.68,765.68,765.68,02/05/2025,0.0,True
2042171,161134,17,TRADICIONAL,BBVA,740619,43840214,12,1059.46,1059.46,0.0,,13.0,False
2042172,161134,17,TRADICIONAL,BBVA,741176,43840199,12,276.45,276.45,0.0,,13.0,False
2042173,161134,17,TRADICIONAL,BBVA,741512,43839782,12,2388.55,2388.55,0.0,,4.0,False
2042174,161134,17,TRADICIONAL,BBVA,742014,43840090,12,479.18,479.18,0.0,,4.0,False
2042175,161134,17,TRADICIONAL,BBVA,742051,43840088,12,1177.4,1177.4,0.0,,4.0,False
2042176,161134,17,TRADICIONAL,BBVA,742069,43839916,12,896.99,896.99,0.0,,4.0,False
2042178,161134,17,TRADICIONAL,BBVA,742300,43840031,12,101.09,101.09,101.09,05/05/2025,0.0,True
2042179,161134,17,TRADICIONAL,BBVA,742374,43840257,12,165.93,165.93,0.0,,4.0,False
2042180,161134,17,TRADICIONAL,BBVA,742562,43840204,12,119.95,119.95,119.95,02/05/2025,0.0,True
2042182,161134,17,TRADICIONAL,BBVA,742864,43840003,12,2121.08,2121.08,0.0,,4.0,False
2042183,161134,17,TRADICIONAL,BBVA,742869,43839908,12,465.1,465.1,0.0,,4.0,False
2042184,161134,17,TRADICIONAL,BBVA,742872,43840098,12,943.48,943.48,0.0,,13.0,False
2042186,161134,17,TRADICIONAL,BBVA,743242,43840195,12,311.02,311.02,0.0,,13.0,False
2042195,161134,17,TRADICIONAL,BBVA,745172,43839664,12,525.14,525.14,525.14,02/05/2025,0.0,True
2042197,161134,17,TRADICIONAL,BBVA,745519,43839866,12,385.16,385.16,385.16,28/04/2025,0.0,True
2042199,161134,17,TRADICIONAL,BBVA,745887,43839901,12,312.0,312.0,312.0,02/05/2025,0.0,True
2042201,161134,17,TRADICIONAL,BBVA,745953,43839817,12,3026.45,3026.45,0.0,,4.0,False
2042225,161308,6,TRADICIONAL,BBVA,750911,43913829,12,1080.61,1080.61,0.0,,4.0,False
2047913,161399,6,TRADICIONAL,BBVA,723964,43945920,21,32268.46,32268.46,32268.46,02/05/2025,0.0,True
2047926,161401,5,TRADICIONAL,BANAMEX,705398,43945933,2,1348.26,1348.26,1348.26,30/04/2025,0.0,True
2048629,161787,6,TRADICIONAL,BBVA,664968,44092184,12,182.9,182.9,182.9,12/05/2025,0.0,True
2048915,161787,6,TRADICIONAL,BBVA,703020,44092470,12,1338.17,1338.17,1338.17,12/05/2025,0.0,True
2049243,161793,6,TRADICIONAL,BBVA,316666,44098168,12,129.55,129.55,0.0,,4.0,False
2049253,161793,6,TRADICIONAL,BBVA,372559,44098178,12,420.62,420.62,0.0,,4.0,False
2049271,161793,6,TRADICIONAL,BBVA,422412,44098196,12,179.03,179.03,0.0,,4.0,False
2049274,161793,6,TRADICIONAL,BBVA,424893,44098199,12,107.99,107.99,0.0,,4.0,False
2049280,161793,6,TRADICIONAL,BBVA,427419,44098205,12,493.27,493.27,0.0,,4.0,False
2049282,161793,6,TRADICIONAL,BBVA,428494,44098207,12,152.67,152.67,0.0,,4.0,False
2049327,161793,6,TRADICIONAL,BBVA,461971,44098252,12,74.95,74.95,0.0,,4.0,False
2049409,161793,6,TRADICIONAL,BBVA,481752,44098334,12,318.04,318.04,0.0,,4.0,False
2049412,161793,6,TRADICIONAL,BBVA,481961,44098337,12,169.64,169.64,0.0,,4.0,False
2049484,161793,6,TRADICIONAL,BBVA,497275,44098409,12,221.0,221.0,0.0,,4.0,False
2049603,161793,6,TRADICIONAL,BBVA,573963,44098528,12,496.18,496.18,0.0,,4.0,False
2049742,161793,6,TRADICIONAL,BBVA,606173,44098667,12,212.04,212.04,0.0,,4.0,False
2049748,161793,6,TRADICIONAL,BBVA,607973,44098673,12,508.7,508.7,0.0,,4.0,False
2049964,161793,6,TRADICIONAL,BBVA,641078,44098889,12,367.44,367.44,0.0,,4.0,False
2049995,161793,6,TRADICIONAL,BBVA,642799,44098920,12,494.06,494.06,0.0,,4.0,False
2050105,161793,6,TRADICIONAL,BBVA,651081,44099030,12,126.32,126.32,0.0,,4.0,False
2050120,161793,6,TRADICIONAL,BBVA,651225,44099045,12,140.39,140.39,0.0,,4.0,False
2050168,161793,6,TRADICIONAL,BBVA,653376,44099093,12,241.98,241.98,0.0,,4.0,False
2050245,161793,6,TRADICIONAL,BBVA,656106,44099170,12,137.4,137.4,0.0,,4.0,False
2050251,161793,6,TRADICIONAL,BBVA,656302,44099176,12,139.95,139.95,139.95,12/05/2025,0.0,True
2050257,161793,6,TRADICIONAL,BBVA,656624,44099182,12,137.65,137.65,0.0,,4.0,False
2050299,161793,6,TRADICIONAL,BBVA,658362,44099224,12,233.38,233.38,0.0,,4.0,False
2050319,161793,6,TRADICIONAL,BBVA,658994,44099244,12,284.99,284.99,0.0,,4.0,False
2050412,161793,6,TRADICIONAL,BBVA,661733,44099337,12,118.74,118.74,0.0,,4.0,False
2050469,161793,6,TRADICIONAL,BBVA,663660,44099394,12,270.53,270.53,0.0,,4.0,False
2050481,161793,6,TRADICIONAL,BBVA,663944,44099406,12,236.94,236.94,0.0,,4.0,False
2050484,161793,6,TRADICIONAL,BBVA,664259,44099409,12,127.22,127.22,0.0,,4.0,False
2050493,161793,6,TRADICIONAL,BBVA,664300,44099418,12,1272.26,1272.26,0.0,,4.0,False
2050513,161793,6,TRADICIONAL,BBVA,677255,44099438,12,387.68,387.68,0.0,,4.0,False
2050516,161793,6,TRADICIONAL,BBVA,677308,44099441,12,479.92,479.92,0.0,,4.0,False
2050528,161793,6,TRADICIONAL,BBVA,677418,44099453,12,493.42,493.42,0.0,,4.0,False
2050594,161793,6,TRADICIONAL,BBVA,679315,44099519,12,258.02,258.02,0.0,,4.0,False
2050609,161793,6,TRADICIONAL,BBVA,679838,44099534,12,124.25,124.25,0.0,,4.0,False
2050627,161793,6,TRADICIONAL,BBVA,680481,44099552,12,1129.37,1129.37,0.0,,4.0,False
2050693,161793,6,TRADICIONAL,BBVA,682062,44099618,12,309.16,309.16,0.0,,4.0,False
2050702,161793,6,TRADICIONAL,BBVA,682309,44099627,12,237.09,237.09,0.0,,4.0,False
2050720,161793,6,TRADICIONAL,BBVA,682770,44099645,12,633.95,633.95,0.0,,4.0,False
2050732,161793,6,TRADICIONAL,BBVA,682868,44099657,12,74.46,74.46,0.0,,4.0,False
2050789,161793,6,TRADICIONAL,BBVA,684243,44099714,12,636.13,636.13,0.0,,4.0,False
2050843,161793,6,TRADICIONAL,BBVA,685704,44099768,12,360.47,360.47,0.0,,4.0,False
2050861,161793,6,TRADICIONAL,BBVA,685959,44099786,12,199.46,199.46,0.0,,4.0,False
2050873,161793,6,TRADICIONAL,BBVA,686133,44099798,12,411.3,411.3,0.0,,4.0,False
2051071,161793,6,TRADICIONAL,BBVA,692153,44099996,12,259.01,259.01,0.0,,4.0,False
2051080,161793,6,TRADICIONAL,BBVA,692277,44100005,12,152.86,152.86,0.0,,4.0,False
2051101,161793,6,TRADICIONAL,BBVA,692752,44100026,12,340.66,340.66,0.0,,4.0,False
2051104,161793,6,TRADICIONAL,BBVA,692791,44100029,12,267.38,267.38,0.0,,4.0,False
2051122,161793,6,TRADICIONAL,BBVA,692963,44100047,12,448.24,448.24,0.0,,4.0,False
2051125,161793,6,TRADICIONAL,BBVA,693011,44100050,12,175.6,175.6,0.0,,4.0,False
2051158,161793,6,TRADICIONAL,BBVA,693619,44100083,12,378.98,378.98,0.0,,4.0,False
2051299,161793,6,TRADICIONAL,BBVA,696547,44100224,12,582.41,582.41,0.0,,4.0,False
2051305,161793,6,TRADICIONAL,BBVA,696601,44100230,12,382.31,382.31,0.0,,4.0,False
2051311,161793,6,TRADICIONAL,BBVA,696697,44100236,12,640.94,640.94,0.0,,4.0,False
2051314,161793,6,TRADICIONAL,BBVA,696760,44100239,12,727.28,727.28,0.0,,4.0,False
2051402,161793,6,TRADICIONAL,BBVA,699038,44100327,12,144.71,144.71,0.0,,4.0,False
2051426,161793,6,TRADICIONAL,BBVA,699800,44100351,12,324.19,324.19,0.0,,4.0,False
2051525,161793,6,TRADICIONAL,BBVA,702967,44100450,12,275.57,275.57,0.0,,4.0,False
2051576,161793,6,TRADICIONAL,BBVA,704556,44100501,12,197.08,197.08,0.0,,4.0,False
2051591,161793,6,TRADICIONAL,BBVA,704940,44100516,12,817.03,817.03,0.0,,4.0,False
2051657,161793,6,TRADICIONAL,BBVA,706186,44100582,12,327.39,327.39,0.0,,4.0,False
2051666,161793,6,TRADICIONAL,BBVA,706298,44100591,12,305.98,305.98,0.0,,4.0,False
2051699,161793,6,TRADICIONAL,BBVA,706759,44100624,12,555.57,555.57,0.0,,4.0,False
2051822,161793,6,TRADICIONAL,BBVA,710120,44100747,12,123.51,123.51,0.0,,4.0,False
2051879,161793,6,TRADICIONAL,BBVA,711496,44100804,12,262.93,262.93,0.0,,4.0,False
2051912,161793,6,TRADICIONAL,BBVA,711994,44100837,12,961.03,961.03,0.0,,4.0,False
2051966,161793,6,TRADICIONAL,BBVA,713203,44100891,12,300.0,300.0,0.0,,4.0,False
2052002,161793,6,TRADICIONAL,BBVA,713981,44100927,12,330.71,330.71,0.0,,4.0,False
2052029,161793,6,TRADICIONAL,BBVA,714588,44100954,12,579.48,579.48,0.0,,4.0,False
2052065,161793,6,TRADICIONAL,BBVA,715635,44100990,12,118.53,118.53,0.0,,4.0,False
2052089,161793,6,TRADICIONAL,BBVA,716483,44101014,12,140.48,140.48,0.0,,4.0,False
2052184,161793,6,TRADICIONAL,BBVA,720437,44101109,12,556.33,556.33,0.0,,4.0,False
2052202,161793,6,TRADICIONAL,BBVA,721142,44101127,12,980.49,980.49,0.0,,4.0,False
2052313,161793,6,TRADICIONAL,BBVA,724849,44101238,12,496.19,496.19,0.0,,4.0,False
2052481,161793,6,TRADICIONAL,BBVA,731836,44101406,12,168.41,168.41,0.0,,4.0,False
2052526,161793,6,TRADICIONAL,BBVA,733847,44101451,12,419.95,419.95,0.0,,4.0,False
2052562,161793,6,TRADICIONAL,BBVA,735493,44101487,12,113.45,113.45,0.0,,4.0,False
2052565,161793,6,TRADICIONAL,BBVA,735668,44101490,12,282.29,282.29,0.0,,4.0,False
2052611,161793,6,TRADICIONAL,BBVA,737935,44101536,12,334.56,334.56,0.0,,4.0,False
2052635,161793,6,TRADICIONAL,BBVA,738559,44101560,12,690.69,690.69,0.0,,4.0,False
2052641,161793,6,TRADICIONAL,BBVA,738825,44101566,12,337.77,337.77,0.0,,4.0,False
2052650,161793,6,TRADICIONAL,BBVA,739103,44101575,12,149.14,149.14,0.0,,4.0,False
2052653,161793,6,TRADICIONAL,BBVA,739147,44101578,12,611.09,611.09,0.0,,4.0,False
2052659,161793,6,TRADICIONAL,BBVA,739511,44101584,12,819.67,819.67,0.0,,4.0,False
2052665,161793,6,TRADICIONAL,BBVA,739771,44101590,12,878.0,878.0,0.0,,4.0,False
2052668,161793,6,TRADICIONAL,BBVA,739930,44101593,12,841.36,841.36,0.0,,4.0,False
2053961,161832,12,TRADICIONAL,BANORTE,755379,44126422,72,1708.58,1708.58,1708.58,14/05/2025,,True
2053962,161832,12,TRADICIONAL,BANORTE,755479,44126423,72,1807.97,1807.97,1807.97,13/05/2025,0.0,True
2053963,161832,12,TRADICIONAL,BANORTE,755502,44126424,72,1190.1,1190.1,1190.1,14/05/2025,,True
2053964,161832,12,TRADICIONAL,BANORTE,755505,44126420,72,1706.65,1706.65,1706.65,16/05/2025,,True
2053965,161832,12,TRADICIONAL,BANORTE,755515,44126421,72,1151.05,1151.05,1151.05,15/05/2025,,True
2054264,161838,5,TRADICIONAL,BANAMEX,608568,44127042,2,287.58,287.58,0.0,,4.0,False
2054289,161838,5,TRADICIONAL,BANAMEX,637942,44127067,2,782.22,782.22,0.0,,4.0,False
2054299,161838,5,TRADICIONAL,BANAMEX,653288,44127077,2,102.66,102.66,0.0,,4.0,False
2054301,161838,5,TRADICIONAL,BANAMEX,653728,44127079,2,577.63,577.63,0.0,,4.0,False
2054303,161838,5,TRADICIONAL,BANAMEX,654250,44127081,2,312.91,312.91,0.0,,4.0,False
2054320,161838,5,TRADICIONAL,BANAMEX,659819,44127098,2,1138.96,1138.96,0.0,,4.0,False
2054329,161838,5,TRADICIONAL,BANAMEX,662297,44127107,2,187.73,187.73,0.0,,4.0,False
2054335,161838,5,TRADICIONAL,BANAMEX,666956,44127113,2,312.89,312.89,0.0,,4.0,False
2054338,161838,5,TRADICIONAL,BANAMEX,667562,44127116,2,559.15,559.15,0.0,,4.0,False
2054343,161838,5,TRADICIONAL,BANAMEX,673118,44127121,2,144.88,144.88,144.88,13/05/2025,0.0,True
2054348,161838,5,TRADICIONAL,BANAMEX,675545,44127126,2,1225.82,1225.82,0.0,,4.0,False
2054352,161838,5,TRADICIONAL,BANAMEX,677128,44127130,2,356.0,356.0,0.0,,4.0,False
2054354,161838,5,TRADICIONAL,BANAMEX,679028,44127132,2,385.84,385.84,0.0,,4.0,False
2058678,161921,12,TRADICIONAL,BANORTE,755573,44168217,72,3328.02,3328.02,3328.02,16/05/2025,,True
2058679,161921,12,TRADICIONAL,BANORTE,755592,44168218,72,877.94,877.94,877.94,14/05/2025,0.0,True
2058680,161921,12,TRADICIONAL,BANORTE,755594,44168220,72,1237.45,1237.45,1237.45,14/05/2025,0.0,True
2058681,161921,12,TRADICIONAL,BANORTE,755676,44168219,72,578.01,578.01,0.0,,4.0,False
2061865,162128,12,TRADICIONAL,BANORTE,716425,44252336,72,1030.15,1030.15,1030.15,21/05/2025,,True
2061866,162128,12,TRADICIONAL,BANORTE,719217,44252334,72,2991.3,2991.3,2991.3,21/05/2025,,True
2061868,162128,12,TRADICIONAL,BANORTE,739154,44252332,72,3348.55,3348.55,0.0,,4.0,False
2061869,162128,12,TRADICIONAL,BANORTE,740059,44252339,72,2452.99,2452.99,0.0,,4.0,False
2061870,162128,12,TRADICIONAL,BANORTE,740214,44252338,72,3782.15,3782.15,0.0,,4.0,False
2061871,162128,12,TRADICIONAL,BANORTE,741073,44252333,72,1242.71,1242.71,1242.71,21/05/2025,,True
2061872,162128,12,TRADICIONAL,BANORTE,746973,44252337,72,909.28,909.28,909.28,21/05/2025,,True
2061873,162128,12,TRADICIONAL,BANORTE,747166,44252331,72,2139.62,2139.62,0.0,,4.0,False
2061874,162128,12,TRADICIONAL,BANORTE,749821,44252340,72,1350.77,1350.77,1350.77,21/05/2025,,True
2061875,162128,12,TRADICIONAL,BANORTE,750173,44252330,72,2863.63,2863.63,0.0,,4.0,False
2061876,162128,12,TRADICIONAL,BANORTE,754053,44252329,72,837.48,837.48,0.0,,4.0,False
2061877,162128,12,TRADICIONAL,BANORTE,755315,44252335,72,3130.92,3130.92,0.0,,4.0,False
2062293,161260,5,TRADICIONAL,BANAMEX,654726,43896386,2,563.97,563.97,0.0,,4.0,False
2062296,161260,5,TRADICIONAL,BANAMEX,658622,43896389,2,1271.5,1271.5,1271.5,29/04/2025,0.0,True
2062299,161260,5,TRADICIONAL,BANAMEX,658949,43896392,2,993.97,993.97,993.97,29/04/2025,0.0,True
2062760,161266,21,EN LINEA,BBVA,395822,43901846,12,372.39,372.39,0.0,,4.0,False
2062808,161266,21,EN LINEA,BBVA,452859,43901801,12,640.36,640.36,0.0,,4.0,False
2062867,161266,21,EN LINEA,BBVA,480089,43901511,12,296.86,296.86,0.0,,4.0,False
2062897,161266,21,EN LINEA,BBVA,484155,43902066,12,96.48,96.48,0.0,,4.0,False
2062979,161266,21,EN LINEA,BBVA,512482,43902067,12,211.82,211.82,0.0,,4.0,False
2063323,161266,21,EN LINEA,BBVA,636572,43901458,12,889.0,889.0,0.0,,4.0,False
2063489,161266,21,EN LINEA,BBVA,652208,43901209,12,85.05,85.05,0.0,,4.0,False
2063507,161266,21,EN LINEA,BBVA,653119,43901742,12,218.52,218.52,0.0,,4.0,False
2063540,161266,21,EN LINEA,BBVA,654733,43901724,12,654.64,654.64,0.0,,4.0,False
2063555,161266,21,EN LINEA,BBVA,655461,43902110,12,1427.01,1427.01,0.0,,4.0,False
2063567,161266,21,EN LINEA,BBVA,655809,43901484,12,478.04,478.04,0.0,,4.0,False
2063573,161266,21,EN LINEA,BBVA,655896,43901632,12,183.38,183.38,0.0,,4.0,False
2063577,161266,21,EN LINEA,BBVA,656153,43901403,12,127.22,127.22,0.0,,4.0,False
2063622,161266,21,EN LINEA,BBVA,658089,43901424,12,234.8,234.8,0.0,,4.0,False
2063625,161266,21,EN LINEA,BBVA,658389,43901701,12,209.86,209.86,0.0,,4.0,False
2063634,161266,21,EN LINEA,BBVA,658901,43901273,12,366.22,366.22,0.0,,4.0,False
2063655,161266,21,EN LINEA,BBVA,659738,43901649,12,360.47,360.47,0.0,,4.0,False
2063673,161266,21,EN LINEA,BBVA,660181,43902039,12,200.0,200.0,0.0,,4.0,False
2063692,161266,21,EN LINEA,BBVA,661044,43901020,12,182.8,182.8,0.0,,4.0,False
2063695,161266,21,EN LINEA,BBVA,661063,43901382,12,409.14,409.14,0.0,,4.0,False
2063716,161266,21,EN LINEA,BBVA,661597,43901312,12,199.29,199.29,0.0,,4.0,False
2063764,161266,21,EN LINEA,BBVA,664090,43901154,12,216.28,216.28,0.0,,4.0,False
2063773,161266,21,EN LINEA,BBVA,664307,43901691,12,227.44,227.44,0.0,,4.0,False
2063851,161266,21,EN LINEA,BBVA,679088,43901339,12,381.68,381.68,0.0,,4.0,False
2063854,161266,21,EN LINEA,BBVA,679447,43901085,12,69.98,69.98,0.0,,4.0,False
